combination,surgeon_group,frequency,total_amount,avg_amount_per_case
DEXTILE LEFT ANT. MESH 15X10CM (1) + DEXTILE RIGHT ANT. MESH 15X10C (1) + טאקר נספג-12 סיכות-ETHICON (1) + מספריים לאפ (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,2087.15,2087.15
"DEXTILE LEFT ANT. MESH 15X10CM (1) + DEXTILE RIGHT ANT. MESH 15X10C (1) + טאקר-10 סיכות MICROVAL (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,1,1552.5528,1552.5528
DEXTILE LEFT ANT. MESH 15X10CM (1) + DEXTILE RIGHT ANT. MESH 15X10C (1) + טאקר-10 סיכות MICROVAL (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-12X100 (1),Cheap,1,1543.6,1543.6
"DEXTILE LEFT ANT. MESH 15X10CM (1) + DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר נספג - 15 סיכות (1) + מחט ורז 120 מ""מ - חד פעמי (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,1,1719.06,1719.06
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + VENTRALEX SMALL - 5950007 (1) + בלון דו צדדי PDBS2 (1) + מספריים לאפ (1) + שרוול אקסל OPTI-12X100 (1),Cheap,1,2331.87,2331.87
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + VENTRALEX SMALL - 5950007 (1) + בלון דו צדדי PDBS2 (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,2330.87,2330.87
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + אנדו קליפ 5 EL5ML (1) + בלון דו צדדי PDBS2 (1) + בלון דו צדדי להרניה-1285-50-11 (1) + שרוול אקסל OPTI-12X100 (1),Cheap,1,2111.3799,2111.3799
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + אנדו קליפ 5 EL5ML (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + שרוול אקסל OPTI-12X100 (1),Cheap,1,3137.6323,3137.6323
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + אנדו קליפ 5 EL5ML (1) + בלון דו צדדי PDBS2 (1) + שרוול אקסל OPTI-12X100 (1),Cheap,1,1886.4823000000001,1886.4823000000001
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,3128.8320999999996,3128.8320999999996
"DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + אנדו קליפ 5 EL5ML (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-12X100 (1)",Cheap,1,1681.4369000000002,1681.4369000000002
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + בלון דו צדדי PDBS2 (1) + מספריים לאפ (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1125.0,1125.0
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + בלון דו צדדי PDBS2 (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1124.0,1124.0
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2294.0345,2294.0345
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2366.35,2366.35
"DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-12X100 (1)",Cheap,1,918.9528,918.9528
"DYNAMESH 12-ROUND (1) + DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,4156.397,4156.397
DYNAMESH 12-ROUND (1) + DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,4007.79,4007.79
"DYNAMESH ENDOLAP 3D 10*15CM (1) + ENDO CATCH-10 (1) + POLYSORB 0 E.LOOP 53 (1) + SOL. SEPTOL 500ML (1) + SONICISION-SCD391 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,2944.7599,2944.7599
DYNAMESH ENDOLAP 3D 10*15CM (1) + FILBLOC  2/0 - PS412HHAB (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2149.3852,2149.3852
DYNAMESH ENDOLAP 3D 10*15CM (1) + PDS 0 ENDO L. 45 -EZ10G (1) + SURGICEL 10CM * 20CM (1) + אנדו קליפ 5 EL5ML (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2218.2136,2218.2136
DYNAMESH ENDOLAP 3D 10*15CM (1) + SOL.ALCOHOL+CHLORHEXIDINE 0.5L (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1309.2435,1309.2435
DYNAMESH ENDOLAP 3D 10*15CM (1) + STRATAFIX PDS 1-SXPP1A445 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1392.3867,1392.3867
DYNAMESH ENDOLAP 3D 10*15CM (1) + V-LOC 2/0 R.B.26-VLOCL2105 (1) + טאקר-10 סיכות MICROVAL (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1241.5533,1241.5533
DYNAMESH ENDOLAP 3D 10*15CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1),Cheap,1,1228.5,1228.5
DYNAMESH ENDOLAP 3D 10*15CM (1) + VENTRALEX SMALL - 5950007 (1) + בלון אמצעי T10SB (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,1,2207.4372,2207.4372
DYNAMESH ENDOLAP 3D 10*15CM (1) + VERSAONE BLADED TROCAR WITH FI (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Cheap,1,1991.3045,1991.3045
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קלינצ 5 מ''מ (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,1,2628.2499,2628.2499
"DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קלינצ' 5 174317 (1) + טאקר-10 סיכות MICROVAL (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,1,1337.8869000000002,1337.8869000000002
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2062.6499,2062.6499
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,2610.9021,2610.9021
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2052.3048,2052.3048
"DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 EL5ML (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מחט ורז 120 מ""מ - חד פעמי (1)",Cheap,1,1935.1446,1935.1446
"DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 EL5ML (1) + טאקר-10 סיכות MICROVAL (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,1,1995.8718,1995.8718
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 EL5ML (1) + טאקר-10 סיכות MICROVAL (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1914.9519,1914.9519
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1),Cheap,1,1139.82,1139.82
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2540.9700000000003,2540.9700000000003
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,1853.42,1853.42
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-5X100 (1),Cheap,1,1214.82,1214.82
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1364.82,1364.82
"DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1301.872,1301.872
"DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1299.4709,1299.4709
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים לאפ (1),Cheap,1,1215.82,1215.82
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,1219.82,1219.82
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1214.82,1214.82
"DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מחט ורז 120 מ""מ - חד פעמי (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,1,1021.01,1021.01
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1000.8199999999999,1000.8199999999999
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,882.87,882.87
DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1227.47,1227.47
"DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מחט ורז 120 מ""מ - חד פעמי (1)",Cheap,1,1172.66,1172.66
"DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מחט ורז 120 מ""מ - חד פעמי (1) + מספריים מונופולר 5 מ""מ (1)",Cheap,1,1255.2341000000001,1255.2341000000001
DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1227.47,1227.47
DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר-10 סיכות MICROVAL (1) + מספריים לאפ (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1153.47,1153.47
DYNAMESH ENDOLAP 3D PVDF 12*17 (1) + טאקר-10 סיכות MICROVAL (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,1,1186.62,1186.62
DYNAMESH LICHTENSTIEN 7.5X15CM (1),Cheap,1,439.3,439.3
FILBLOC 90 3/0  - FU395HHFAB (1) + FILBLOC PDO 0 - FR424HHAB (1) + MICROVAL 14X10-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סטרי -דרפ 1050 (1),Cheap,1,1958.3757,1958.3757
FILBLOC 90 3/0  - FU395HHFAB (1) + FILBLOC PDO 0 - FR424HHAB (1) + MICROVAL 15 X 15CM (1) + MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,2109.5963,2109.5963
FILBLOC 90 3/0  - FU395HHFAB (1) + FILBLOC PDO 0 - FR424HHAB (1) + MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + סטרי -דרפ 1050 (1),Cheap,1,1959.9955,1959.9955
FILBLOC 90 3/0  - FU395HHFAB (1) + MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,2056.8207,2056.8207
FILBLOC 90 3/0  - FU395HHFAB (1) + MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,1,1897.0809,1897.0809
FILBLOC 90 3/0  - FU395HHFAB (1) + MICROVAL 14X10-RIGHT (1) + ULTRAPRO ADVANCED MESH 6*12CM (1) + טאקר נטען-20 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Cheap,1,1918.4015,1918.4015
FILBLOC 90 3/0  - FU395HHFAB (1) + MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סטרי -דרפ 1050 (1),Cheap,1,2626.3968,2626.3968
FILBLOC 90 3/0  - FU395HHFAB (1) + MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,1,1853.5083,1853.5083
FILBLOC 90 3/0  - FU395HHFAB (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1289.5333,1289.5333
FILBLOC PDO 0 - FR424HHAB (1) + MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + SURGICEL ENDO. APPLICATOR TIP (1) + SURGICEL POWDER HEMOSTAT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Cheap,1,2762.8668000000002,2762.8668000000002
FILBLOC PDO 0 - FR424HHAB (1) + MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,1901.2121,1901.2121
FILBLOC PDO 2/0 - FS412HHAB (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + STRATAFIX PDO 1-SXPP1A404 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1304.45,1304.45
FILBLOC PDO 2/0 - FS412HHAB (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + SYMBOTEX.COM.MESH 12CM-RAUND (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,3886.6933,3886.6933
"L HOOK- הוק אפור ידני (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-5X100 (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,1,1202.4328,1202.4328
LAMIDEY-THICK LOOP 24FR - VXRU (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,1724.67,1724.67
LIQUIBAND FIX8 טאקר דבק (1) + MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 176630 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Cheap,1,3799.6812,3799.6812
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + SURGICEL 10CM * 20CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2552.1688,2552.1688
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + SURGICEL ENDO. APPLICATOR TIP (1) + SURGICEL POWDER HEMOSTAT (1) + אטם סיליקון 5 מ""מ לטרוקר YP PL (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + סקשן איריגיישיין 5 (1)",Cheap,1,3221.8114,3221.8114
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + SURGICEL ENDO. APPLICATOR TIP (1) + SURGICEL POWDER HEMOSTAT (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Cheap,1,2822.3921,2822.3921
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + SURGICEL FIBRILLAR 5CM*10CM (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + סקשן איריגיישיין 5 (1),Cheap,1,3524.6179,3524.6179
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + סקשן איריגיישיין 5 (1),Cheap,1,2473.2184,2473.2184
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים לאפ (1),Cheap,1,1797.7348000000002,1797.7348000000002
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אטם סיליקון 5 מ""מ לטרוקר YP PL (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + מספריים לאפ (1)",Cheap,1,2364.9263,2364.9263
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קלינצ' 5 174317 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-5X100 (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2531.9175999999998,2531.9175999999998
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 176630 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים מונופולר 5 מ""מ (1)",Cheap,1,2584.1044,2584.1044
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 176630 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,1,2570.5574,2570.5574
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2565.9476,2565.9476
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Cheap,1,2490.9476,2490.9476
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל עם סכין 5 D5ST (1) + מספריים מונופולר 5 מ""מ (1) + סקשן איריגיישיין 5 (1)",Cheap,1,2546.8254,2546.8254
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,1,2416.3339,2416.3339
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,1,2417.3339,2417.3339
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים מונופולר 5 מ""מ (1) + סקשן איריגיישיין 5 (1)",Cheap,1,2551.8254,2551.8254
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,1,1960.7374,1960.7374
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,1,1797.7099,1797.7099
